Accepted_binomial,Annual_Mean_Temp_1,AnnualPrecipitation_1
Athyrium filix-femina var cyclosorum,126,1344
Athyrium filix-femina var cyclosorum,135,1413
Athyrium filix-femina var cyclosorum,75,1649
Athyrium filix-femina var cyclosorum,148,1150
Athyrium filix-femina var cyclosorum,116,1682
Athyrium filix-femina var cyclosorum,119,1646
Athyrium filix-femina var cyclosorum,119,1646
Athyrium filix-femina var cyclosorum,119,1973
Athyrium filix-femina var cyclosorum,118,1788
Athyrium filix-femina var cyclosorum,119,1646
Athyrium filix-femina var cyclosorum,111,1790
Athyrium filix-femina var cyclosorum,114,1717
Athyrium filix-femina var cyclosorum,87,1766
Athyrium filix-femina var cyclosorum,77,1734
Athyrium filix-femina var cyclosorum,77,1734
Athyrium filix-femina var cyclosorum,82,1518
Athyrium filix-femina var cyclosorum,119,1973
Athyrium filix-femina var cyclosorum,119,1620
Athyrium filix-femina var cyclosorum,168,378
Athyrium filix-femina var cyclosorum,170,370
Athyrium filix-femina var cyclosorum,134,679
Athyrium filix-femina var cyclosorum,168,340
Athyrium filix-femina var cyclosorum,141,488
Athyrium filix-femina var cyclosorum,149,746
Athyrium filix-femina var cyclosorum,33,457
Athyrium filix-femina var cyclosorum,27,682
Athyrium filix-femina var cyclosorum,-4,894
Athyrium filix-femina var cyclosorum,50,557
Athyrium filix-femina var cyclosorum,41,702
Athyrium filix-femina var cyclosorum,15,1543
Athyrium filix-femina var cyclosorum,41,951
Athyrium filix-femina var cyclosorum,45,830
Athyrium filix-femina var cyclosorum,36,1090
Athyrium filix-femina var cyclosorum,21,1336
Athyrium filix-femina var cyclosorum,20,1332
Athyrium filix-femina var cyclosorum,38,902
Athyrium filix-femina var cyclosorum,38,902
Athyrium filix-femina var cyclosorum,57,473
Athyrium filix-femina var cyclosorum,53,766
Athyrium filix-femina var cyclosorum,53,766
Athyrium filix-femina var cyclosorum,28,922
Athyrium filix-femina var cyclosorum,19,963
Athyrium filix-femina var cyclosorum,20,821
Athyrium filix-femina var cyclosorum,56,870
Athyrium filix-femina var cyclosorum,83,443
Athyrium filix-femina var cyclosorum,126,152
Athyrium filix-femina var cyclosorum,126,152
Athyrium filix-femina var cyclosorum,45,1204
Athyrium filix-femina var cyclosorum,-14,1392
Athyrium filix-femina var cyclosorum,38,522
Athyrium filix-femina var cyclosorum,126,152
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,78,369
Athyrium filix-femina var cyclosorum,83,235
Athyrium filix-femina var cyclosorum,83,235
Athyrium filix-femina var cyclosorum,63,552
Athyrium filix-femina var cyclosorum,63,715
Athyrium filix-femina var cyclosorum,83,1685
Athyrium filix-femina var cyclosorum,55,1509
Athyrium filix-femina var cyclosorum,83,2024
Athyrium filix-femina var cyclosorum,83,1685
Athyrium filix-femina var cyclosorum,98,1476
Athyrium filix-femina var cyclosorum,83,2024
Athyrium filix-femina var cyclosorum,83,1685
Athyrium filix-femina var cyclosorum,82,1531
Athyrium filix-femina var cyclosorum,62,1921
Athyrium filix-femina var cyclosorum,62,1921
Athyrium filix-femina var cyclosorum,84,1210
Athyrium filix-femina var cyclosorum,97,999
Athyrium filix-femina var cyclosorum,59,1268
Athyrium filix-femina var cyclosorum,86,1957
Athyrium filix-femina var cyclosorum,98,1476
Athyrium filix-femina var cyclosorum,81,1915
Athyrium filix-femina var cyclosorum,85,1509
Athyrium filix-femina var cyclosorum,101,1364
Athyrium filix-femina var cyclosorum,81,889
Athyrium filix-femina var cyclosorum,50,972
Athyrium filix-femina var cyclosorum,105,945
Athyrium filix-femina var cyclosorum,86,949
Athyrium filix-femina var cyclosorum,155,918
Athyrium filix-femina var cyclosorum,140,1241
Athyrium filix-femina var cyclosorum,132,950
Athyrium filix-femina var cyclosorum,118,1181
Athyrium filix-femina var cyclosorum,72,1416
Athyrium filix-femina var cyclosorum,72,1416
Athyrium filix-femina var cyclosorum,105,945
Athyrium filix-femina var cyclosorum,105,945
Athyrium filix-femina var cyclosorum,105,945
Athyrium filix-femina var cyclosorum,128,695
Athyrium filix-femina var cyclosorum,166,477
Athyrium filix-femina var cyclosorum,26,628
Athyrium filix-femina var cyclosorum,4,657
Athyrium filix-femina var cyclosorum,21,463
Athyrium filix-femina var cyclosorum,41,522
Athyrium filix-femina var cyclosorum,94,355
Athyrium filix-femina var cyclosorum,75,396
Athyrium filix-femina var cyclosorum,76,383
Athyrium filix-femina var cyclosorum,71,668
Athyrium filix-femina var cyclosorum,84,481
Athyrium filix-femina var cyclosorum,91,458
Athyrium filix-femina var cyclosorum,57,557
Athyrium filix-femina var cyclosorum,65,286
Athyrium filix-femina var cyclosorum,35,528
Athyrium filix-femina var cyclosorum,93,282
Athyrium filix-femina var cyclosorum,100,276
Athyrium filix-femina var cyclosorum,99,366
Athyrium filix-femina var cyclosorum,99,366
Athyrium filix-femina var cyclosorum,85,300
Athyrium filix-femina var cyclosorum,53,525
Athyrium filix-femina var cyclosorum,57,537
Athyrium filix-femina var cyclosorum,57,537
Athyrium filix-femina var cyclosorum,86,627
Athyrium filix-femina var cyclosorum,80,746
Athyrium filix-femina var cyclosorum,80,746
Athyrium filix-femina var cyclosorum,80,746
Athyrium filix-femina var cyclosorum,98,976
Athyrium filix-femina var cyclosorum,139,881
Athyrium filix-femina var cyclosorum,56,1014
Athyrium filix-femina var cyclosorum,72,701
Athyrium filix-femina var cyclosorum,150,606
Athyrium filix-femina var cyclosorum,-6,416
Athyrium filix-femina var cyclosorum,-7,389
Athyrium filix-femina var cyclosorum,-30,466
Athyrium filix-femina var cyclosorum,31,663
Athyrium filix-femina var cyclosorum,83,729
Athyrium filix-femina var cyclosorum,83,729
Athyrium filix-femina var cyclosorum,2,1041
Athyrium filix-femina var cyclosorum,78,1012
Athyrium filix-femina var cyclosorum,66,908
Athyrium filix-femina var cyclosorum,66,908
Athyrium filix-femina var cyclosorum,62,822
Athyrium filix-femina var cyclosorum,54,856
Athyrium filix-femina var cyclosorum,67,564
Athyrium filix-femina var cyclosorum,57,506
Athyrium filix-femina var cyclosorum,42,599
Athyrium filix-femina var cyclosorum,79,520
Athyrium filix-femina var cyclosorum,5,1132
Athyrium filix-femina var cyclosorum,65,733
Athyrium filix-femina var cyclosorum,68,447
Athyrium filix-femina var cyclosorum,21,402
Athyrium filix-femina var cyclosorum,77,385
Athyrium filix-femina var cyclosorum,67,476
Athyrium filix-femina var cyclosorum,68,449
Athyrium filix-femina var cyclosorum,63,277
Athyrium filix-femina var cyclosorum,45,596
Athyrium filix-femina var cyclosorum,62,451
Athyrium filix-femina var cyclosorum,73,354
Athyrium filix-femina var cyclosorum,42,431
Athyrium filix-femina var cyclosorum,42,431
Athyrium filix-femina var cyclosorum,80,281
Athyrium filix-femina var cyclosorum,102,190
Athyrium filix-femina var cyclosorum,73,226
Athyrium filix-femina var cyclosorum,70,208
Athyrium filix-femina var cyclosorum,72,361
Athyrium filix-femina var cyclosorum,72,361
Athyrium filix-femina var cyclosorum,59,520
Athyrium filix-femina var cyclosorum,59,520
Athyrium filix-femina var cyclosorum,37,443
Athyrium filix-femina var cyclosorum,34,344
Athyrium filix-femina var cyclosorum,90,657
Athyrium filix-femina var cyclosorum,81,577
Athyrium filix-femina var cyclosorum,81,577
Athyrium filix-femina var cyclosorum,87,566
Athyrium filix-femina var cyclosorum,37,359
Athyrium filix-femina var cyclosorum,18,833
Athyrium filix-femina var cyclosorum,-14,1302
Athyrium filix-femina var cyclosorum,-14,1302
Athyrium filix-femina var cyclosorum,2,720
Athyrium filix-femina var cyclosorum,85,812
Athyrium filix-femina var cyclosorum,53,747
Athyrium filix-femina var cyclosorum,53,747
Athyrium filix-femina var cyclosorum,12,1118
Athyrium filix-femina var cyclosorum,95,524
Athyrium filix-femina var cyclosorum,63,654
Athyrium filix-femina var cyclosorum,85,612
Athyrium filix-femina var cyclosorum,85,612
Athyrium filix-femina var cyclosorum,85,612
Athyrium filix-femina var cyclosorum,88,541
Athyrium filix-femina var cyclosorum,88,541
Athyrium filix-femina var cyclosorum,88,541
Athyrium filix-femina var cyclosorum,71,516
Athyrium filix-femina var cyclosorum,-18,1050
Athyrium filix-femina var cyclosorum,2,958
Athyrium filix-femina var cyclosorum,68,1042
Athyrium filix-femina var cyclosorum,87,942
Athyrium filix-femina var cyclosorum,103,385
Athyrium filix-femina var cyclosorum,98,570
Athyrium filix-femina var cyclosorum,47,949
Athyrium filix-femina var cyclosorum,55,704
Athyrium filix-femina var cyclosorum,58,715
Athyrium filix-femina var cyclosorum,97,390
Athyrium filix-femina var cyclosorum,49,591
Athyrium filix-femina var cyclosorum,26,600
Athyrium filix-femina var cyclosorum,-7,707
Athyrium filix-femina var cyclosorum,18,592
Athyrium filix-femina var cyclosorum,40,485
Athyrium filix-femina var cyclosorum,67,823
Athyrium filix-femina var cyclosorum,68,794
Athyrium filix-femina var cyclosorum,71,499
Athyrium filix-femina var cyclosorum,56,577
Athyrium filix-femina var cyclosorum,50,665
Athyrium filix-femina var cyclosorum,17,772
Athyrium filix-femina var cyclosorum,16,847
Athyrium filix-femina var cyclosorum,16,847
Athyrium filix-femina var cyclosorum,10,600
Athyrium filix-femina var cyclosorum,79,457
Athyrium filix-femina var cyclosorum,70,297
Athyrium filix-femina var cyclosorum,47,415
Athyrium filix-femina var cyclosorum,70,297
Athyrium filix-femina var cyclosorum,79,455
Athyrium filix-femina var cyclosorum,102,250
Athyrium filix-femina var cyclosorum,102,274
Athyrium filix-femina var cyclosorum,107,489
Athyrium filix-femina var cyclosorum,128,701
Athyrium filix-femina var cyclosorum,104,585
Athyrium filix-femina var cyclosorum,24,635
Athyrium filix-femina var cyclosorum,41,392
Athyrium filix-femina var cyclosorum,41,400
Athyrium filix-femina var cyclosorum,17,424
Athyrium filix-femina var cyclosorum,72,370
Athyrium filix-femina var cyclosorum,63,434
Athyrium filix-femina var cyclosorum,69,674
Athyrium filix-femina var cyclosorum,86,549
Athyrium filix-femina var cyclosorum,81,668
Athyrium filix-femina var cyclosorum,81,556
Athyrium filix-femina var cyclosorum,82,636
Athyrium filix-femina var cyclosorum,82,636
Athyrium filix-femina var cyclosorum,83,611
Athyrium filix-femina var cyclosorum,90,737
Athyrium filix-femina var cyclosorum,92,686
Athyrium filix-femina var cyclosorum,92,686
Athyrium filix-femina var cyclosorum,6,1015
Athyrium filix-femina var cyclosorum,86,663
Athyrium filix-femina var cyclosorum,50,993
Athyrium filix-femina var cyclosorum,76,969
Athyrium filix-femina var cyclosorum,86,663
Athyrium filix-femina var cyclosorum,82,698
Athyrium filix-femina var cyclosorum,90,663
Athyrium filix-femina var cyclosorum,101,420
Athyrium filix-femina var cyclosorum,75,890
Athyrium filix-femina var cyclosorum,93,532
Athyrium filix-femina var cyclosorum,77,834
Athyrium filix-femina var cyclosorum,65,760
Athyrium filix-femina var cyclosorum,17,684
Athyrium filix-femina var cyclosorum,59,695
Athyrium filix-femina var cyclosorum,78,460
Athyrium filix-femina var cyclosorum,75,476
Athyrium filix-femina var cyclosorum,96,582
Athyrium filix-femina var cyclosorum,96,582
Athyrium filix-femina var cyclosorum,96,582
Athyrium filix-femina var cyclosorum,95,489
Athyrium filix-femina var cyclosorum,91,463
Athyrium filix-femina var cyclosorum,68,564
Athyrium filix-femina var cyclosorum,84,461
Athyrium filix-femina var cyclosorum,118,558
Athyrium filix-femina var cyclosorum,99,628
Athyrium filix-femina var cyclosorum,117,481
Athyrium filix-femina var cyclosorum,114,498
Athyrium filix-femina var cyclosorum,88,514
Athyrium filix-femina var cyclosorum,94,502
Athyrium filix-femina var cyclosorum,94,502
Athyrium filix-femina var cyclosorum,28,500
Athyrium filix-femina var cyclosorum,29,490
Athyrium filix-femina var cyclosorum,29,490
Athyrium filix-femina var cyclosorum,29,490
Athyrium filix-femina var cyclosorum,29,490
Athyrium filix-femina var cyclosorum,29,490
Athyrium filix-femina var cyclosorum,20,564
Athyrium filix-femina var cyclosorum,19,721
Athyrium filix-femina var cyclosorum,44,1146
Athyrium filix-femina var cyclosorum,32,1125
Athyrium filix-femina var cyclosorum,68,1210
Athyrium filix-femina var cyclosorum,58,637
Athyrium filix-femina var cyclosorum,85,814
Athyrium filix-femina var cyclosorum,68,1210
Athyrium filix-femina var cyclosorum,68,1210
Athyrium filix-femina var cyclosorum,69,1125
Athyrium filix-femina var cyclosorum,45,370
Athyrium filix-femina var cyclosorum,45,370
Athyrium filix-femina var cyclosorum,45,370
Athyrium filix-femina var cyclosorum,45,370
Athyrium filix-femina var cyclosorum,45,370
Athyrium filix-femina var cyclosorum,92,533
Athyrium filix-femina var cyclosorum,45,370
Athyrium filix-femina var cyclosorum,47,657
Athyrium filix-femina var cyclosorum,60,435
Athyrium filix-femina var cyclosorum,64,436
Athyrium filix-femina var cyclosorum,71,326
Athyrium filix-femina var cyclosorum,17,663
Athyrium filix-femina var cyclosorum,12,681
Athyrium filix-femina var cyclosorum,18,664
Athyrium filix-femina var cyclosorum,6,621
Athyrium filix-femina var cyclosorum,26,483
Athyrium filix-femina var cyclosorum,36,609
Athyrium filix-femina var cyclosorum,34,522
Athyrium filix-femina var cyclosorum,32,524
Athyrium filix-femina var cyclosorum,39,476
Athyrium filix-femina var cyclosorum,-4,909
Athyrium filix-femina var cyclosorum,26,540
Athyrium filix-femina var cyclosorum,40,484
Athyrium filix-femina var cyclosorum,40,484
Athyrium filix-femina var cyclosorum,42,499
Athyrium filix-femina var cyclosorum,39,552
Athyrium filix-femina var cyclosorum,39,552
Athyrium filix-femina var cyclosorum,41,526
Athyrium filix-femina var cyclosorum,38,548
Athyrium filix-femina var cyclosorum,14,835
Athyrium filix-femina var cyclosorum,15,833
Athyrium filix-femina var cyclosorum,29,683
Athyrium filix-femina var cyclosorum,29,683
Athyrium filix-femina var cyclosorum,30,672
Athyrium filix-femina var cyclosorum,52,462
Athyrium filix-femina var cyclosorum,26,694
Athyrium filix-femina var cyclosorum,78,384
Athyrium filix-femina var cyclosorum,72,564
Athyrium filix-femina var cyclosorum,72,310
Athyrium filix-femina var cyclosorum,64,192
Athyrium filix-femina var cyclosorum,100,169
Athyrium filix-femina var cyclosorum,27,402
Athyrium filix-femina var cyclosorum,101,221
Athyrium filix-femina var cyclosorum,24,461
Athyrium filix-femina var cyclosorum,30,465
Athyrium filix-femina var cyclosorum,24,494
Athyrium filix-femina var cyclosorum,25,452
Athyrium filix-femina var cyclosorum,24,461
Athyrium filix-femina var cyclosorum,24,455
Athyrium filix-femina var cyclosorum,34,449
Athyrium filix-femina var cyclosorum,33,494
Athyrium filix-femina var cyclosorum,9,866
Athyrium filix-femina var cyclosorum,9,866
Athyrium filix-femina var cyclosorum,19,791
Athyrium filix-femina var cyclosorum,29,690
Athyrium filix-femina var cyclosorum,44,733
Athyrium filix-femina var cyclosorum,47,587
Athyrium filix-femina var cyclosorum,50,647
Athyrium filix-femina var cyclosorum,52,625
Athyrium filix-femina var cyclosorum,13,1059
Athyrium filix-femina var cyclosorum,70,530
Athyrium filix-femina var cyclosorum,120,259
Athyrium filix-femina var cyclosorum,101,491
Athyrium filix-femina var cyclosorum,26,436
Athyrium filix-femina var cyclosorum,41,428
Athyrium filix-femina var cyclosorum,28,408
Athyrium filix-femina var cyclosorum,22,448
Athyrium filix-femina var cyclosorum,44,711
Athyrium filix-femina var cyclosorum,25,595
Athyrium filix-femina var cyclosorum,112,507
Athyrium filix-femina var cyclosorum,31,609
Athyrium filix-femina var cyclosorum,42,523
Athyrium filix-femina var cyclosorum,100,186
Athyrium filix-femina var cyclosorum,17,282
Athyrium filix-femina var cyclosorum,39,246
Athyrium filix-femina var cyclosorum,85,580
Athyrium filix-femina var cyclosorum,-12,346
Athyrium filix-femina var cyclosorum,-12,351
Athyrium filix-femina var cyclosorum,-12,347
Athyrium filix-femina var cyclosorum,61,290
Athyrium filix-femina var cyclosorum,44,580
Athyrium filix-femina var cyclosorum,44,580
Athyrium filix-femina var cyclosorum,44,580
Athyrium filix-femina var cyclosorum,44,667
Athyrium filix-femina var cyclosorum,29,503
Athyrium filix-femina var cyclosorum,6,584
Athyrium filix-femina var cyclosorum,33,525
Athyrium filix-femina var cyclosorum,33,525
Athyrium filix-femina var cyclosorum,93,337
Athyrium filix-femina var cyclosorum,15,527
Athyrium filix-femina var cyclosorum,64,382
Athyrium filix-femina var cyclosorum,30,633
Athyrium filix-femina var cyclosorum,30,633
Athyrium filix-femina var cyclosorum,30,633
Athyrium filix-femina var cyclosorum,30,633
Athyrium filix-femina var cyclosorum,30,633
Athyrium filix-femina var cyclosorum,30,426
Athyrium filix-femina var cyclosorum,30,426
Athyrium filix-femina var cyclosorum,52,336
Athyrium filix-femina var cyclosorum,72,435
Athyrium filix-femina var cyclosorum,88,397
Athyrium filix-femina var cyclosorum,45,550
Athyrium filix-femina var cyclosorum,51,447
Athyrium filix-femina var cyclosorum,42,248
Athyrium filix-femina var cyclosorum,44,406
Athyrium filix-femina var cyclosorum,56,411
Athyrium filix-femina var cyclosorum,30,416
Athyrium filix-femina var cyclosorum,2,557
Athyrium filix-femina var cyclosorum,80,358
Athyrium filix-femina var cyclosorum,80,358
Athyrium filix-femina var cyclosorum,80,358
Athyrium filix-femina var cyclosorum,44,395
Athyrium filix-femina var cyclosorum,55,389
Athyrium filix-femina var cyclosorum,55,385
Athyrium filix-femina var cyclosorum,-15,573
Athyrium filix-femina var cyclosorum,-12,536
Athyrium filix-femina var cyclosorum,64,482
Athyrium filix-femina var cyclosorum,64,482
Athyrium filix-femina var cyclosorum,62,494
Athyrium filix-femina var cyclosorum,48,602
Athyrium filix-femina var cyclosorum,58,534
Athyrium filix-femina var cyclosorum,96,857
Athyrium filix-femina var cyclosorum,-38,639
Athyrium filix-femina var cyclosorum,101,1234
Athyrium filix-femina var cyclosorum,72,1227
Athyrium filix-femina var cyclosorum,73,1214
Athyrium filix-femina var cyclosorum,72,1036
Athyrium filix-femina var cyclosorum,-13,1281
Athyrium filix-femina var cyclosorum,-13,1281
Athyrium filix-femina var cyclosorum,-13,1281
Pseudathyrium alpestre ,-56,409
Pseudathyrium alpestre ,-56,409
Pseudathyrium alpestre ,12,1862
Pseudathyrium alpestre ,73,2846
Pseudathyrium alpestre ,-51,1012
Pseudathyrium alpestre ,26,1321
Pseudathyrium alpestre ,-11,588
Pseudathyrium alpestre ,85,1896
Pseudathyrium alpestre ,86,1512
Pseudathyrium alpestre ,86,1512
Pseudathyrium alpestre ,-6,939
Pseudathyrium alpestre ,55,2874
Pseudathyrium alpestre ,-7,654
Pseudathyrium alpestre ,-91,914
Pseudathyrium alpestre ,96,548
Pseudathyrium alpestre ,96,548
Pseudathyrium alpestre ,54,2736
Pseudathyrium alpestre ,21,3391
Pseudathyrium alpestre ,46,2544
Pseudathyrium alpestre ,38,3264
Pseudathyrium alpestre ,45,2089
Pseudathyrium alpestre ,92,2732
Pseudathyrium alpestre ,92,2732
Pseudathyrium alpestre ,72,1871
Pseudathyrium alpestre ,42,3167
Pseudathyrium alpestre ,52,2392
Pseudathyrium alpestre ,42,2518
Pseudathyrium alpestre ,30,1327
Pseudathyrium alpestre ,16,1116
Pseudathyrium alpestre ,39,2972
Pseudathyrium alpestre ,30,3127
Pseudathyrium alpestre ,44,2918
Pseudathyrium alpestre ,44,2918
Pseudathyrium alpestre ,44,2918
Pseudathyrium alpestre ,27,2020
Pseudathyrium alpestre ,43,3264
Pseudathyrium alpestre ,43,3264
Pseudathyrium alpestre ,38,1912
Pseudathyrium alpestre ,-16,2312
Pseudathyrium alpestre ,119,1354
Pseudathyrium alpestre ,56,1751
Pseudathyrium alpestre ,9,2321
Pseudathyrium alpestre ,65,1815
Pseudathyrium alpestre ,35,2314
Pseudathyrium alpestre ,88,1553
Pseudathyrium alpestre ,6,2105
Pseudathyrium alpestre ,47,2865
Pseudathyrium alpestre ,51,2355
Pseudathyrium alpestre ,-82,1465
Pseudathyrium alpestre ,14,1631
Pseudathyrium alpestre ,40,1414
Pseudathyrium alpestre ,58,1647
Pseudathyrium alpestre ,61,1273
Pseudathyrium alpestre ,63,1580
Pseudathyrium alpestre ,57,1683
Pseudathyrium alpestre ,57,1683
Pseudathyrium alpestre ,-19,1210
Pseudathyrium alpestre ,20,1332
Pseudathyrium alpestre ,8,1221
Pseudathyrium alpestre ,10,1207
Pseudathyrium alpestre ,19,937
Pseudathyrium alpestre ,83,235
Pseudathyrium alpestre ,83,235
Pseudathyrium alpestre ,29,573
Pseudathyrium alpestre ,29,573
Pseudathyrium alpestre ,42,432
Pseudathyrium alpestre ,24,460
Pseudathyrium alpestre ,29,430
Pseudathyrium alpestre ,42,1333
Pseudathyrium alpestre ,43,1919
Pseudathyrium alpestre ,57,2030
Pseudathyrium alpestre ,62,1450
Pseudathyrium alpestre ,84,1277
Pseudathyrium alpestre ,80,746
Pseudathyrium alpestre ,109,893
Pseudathyrium alpestre ,137,817
Pseudathyrium alpestre ,5,663
Pseudathyrium alpestre ,19,583
Pseudathyrium alpestre ,25,592
Pseudathyrium alpestre ,74,1009
Pseudathyrium alpestre ,27,548
Pseudathyrium alpestre ,25,592
Pseudathyrium alpestre ,38,554
Pseudathyrium alpestre ,15,1534
Pseudathyrium alpestre ,15,1534
Pseudathyrium alpestre ,-33,1908
Pseudathyrium alpestre ,4,647
Pseudathyrium alpestre ,125,311
Pseudathyrium alpestre ,14,502
Pseudathyrium alpestre ,23,394
Pseudathyrium alpestre ,12,479
Pseudathyrium alpestre ,12,376
Pseudathyrium alpestre ,25,510
Pseudathyrium alpestre ,7,418
Pseudathyrium alpestre ,25,750
Pseudathyrium alpestre ,81,577
Pseudathyrium alpestre ,-47,1638
Pseudathyrium alpestre ,-14,1771
Pseudathyrium alpestre ,-14,1302
Pseudathyrium alpestre ,37,790
Pseudathyrium alpestre ,10,911
Pseudathyrium alpestre ,2,958
Pseudathyrium alpestre ,49,591
Pseudathyrium alpestre ,0,720
Pseudathyrium alpestre ,12,667
Pseudathyrium alpestre ,18,592
Pseudathyrium alpestre ,18,592
Pseudathyrium alpestre ,-17,742
Pseudathyrium alpestre ,-1,716
Pseudathyrium alpestre ,-1,716
Pseudathyrium alpestre ,-1,716
Pseudathyrium alpestre ,-1,716
Pseudathyrium alpestre ,-1,716
Pseudathyrium alpestre ,19,511
Pseudathyrium alpestre ,0,696
Pseudathyrium alpestre ,17,772
Pseudathyrium alpestre ,102,267
Pseudathyrium alpestre ,17,890
Pseudathyrium alpestre ,19,721
Pseudathyrium alpestre ,45,370
Pseudathyrium alpestre ,19,467
Pseudathyrium alpestre ,35,343
Pseudathyrium alpestre ,27,402
Pseudathyrium alpestre ,-5,1099
Pseudathyrium alpestre ,18,645
Pseudathyrium alpestre ,-13,604
Pseudathyrium alpestre ,-17,614
Pseudathyrium alpestre ,-15,681
Pseudathyrium alpestre ,26,412
Pseudathyrium alpestre ,-36,1447
Pseudathyrium alpestre ,-36,1447
Pseudathyrium alpestre ,-36,1447
Pseudathyrium alpestre ,-36,1447
Pseudathyrium alpestre ,-33,1418
Pseudathyrium alpestre ,-2,1248
Pseudathyrium alpestre ,-2,1248
Pseudathyrium alpestre ,-8,1325
Pseudathyrium alpestre ,-8,1325
Pseudathyrium alpestre ,-2,1248
Pseudathyrium alpestre ,-18,1314
Pseudathyrium alpestre ,-18,1314
Pseudathyrium alpestre ,-59,701
Pseudathyrium alpestre ,-59,701
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,-25,1305
Pseudathyrium alpestre ,17,1442
Pseudathyrium alpestre ,6,1390
Pseudathyrium alpestre ,3,1689
Pseudathyrium alpestre ,8,1399
Pseudathyrium alpestre ,8,1399
Pseudathyrium alpestre ,8,1399
Pseudathyrium alpestre ,10,1633
Pseudathyrium alpestre ,6,1500
Pseudathyrium alpestre ,7,1586
Pseudathyrium alpestre ,10,1191
Pseudathyrium alpestre ,10,1191
Pseudathyrium alpestre ,4,1603
Pseudathyrium alpestre ,7,1256
Pseudathyrium alpestre ,7,1256
Pseudathyrium alpestre ,5,1609
Pseudathyrium alpestre ,6,1341
Pseudathyrium alpestre ,5,1444
Pseudathyrium alpestre ,8,1242
Pseudathyrium alpestre ,47,947
Pseudathyrium alpestre ,20,1386
Pseudathyrium alpestre ,-10,637
Pseudathyrium alpestre ,-10,1007
Pseudathyrium alpestre ,1,702
Pseudathyrium alpestre ,-74,1162
Pseudathyrium alpestre ,-16,552
Pseudathyrium alpestre ,-53,940
Pseudathyrium alpestre ,6,825
Pseudathyrium alpestre ,0,742
Pseudathyrium alpestre ,-6,566
Pseudathyrium alpestre ,31,688
Pseudathyrium alpestre ,NA,NA
Pseudathyrium alpestre ,51,853
Pseudathyrium alpestre ,-49,356
Pseudathyrium alpestre ,18,2877
Pseudathyrium alpestre ,28,1213
Pseudathyrium alpestre ,86,1512
Pseudathyrium alpestre ,86,1512
Pseudathyrium alpestre ,32,476
Pseudathyrium alpestre ,12,3844
Pseudathyrium alpestre ,64,3212
Pseudathyrium alpestre ,18,3623
Pseudathyrium alpestre ,32,4454
Pseudathyrium alpestre ,41,2694
Pseudathyrium alpestre ,80,1750
Pseudathyrium alpestre ,14,1636
Pseudathyrium alpestre ,45,1775
Pseudathyrium alpestre ,44,3948
Pseudathyrium alpestre ,14,1636
Pseudathyrium alpestre ,33,2598
Pseudathyrium alpestre ,44,3948
Pseudathyrium alpestre ,10,1940
Pseudathyrium alpestre ,70,1571
Pseudathyrium alpestre ,45,1775
Pseudathyrium alpestre ,14,1636
Pseudathyrium alpestre ,45,1775
Pseudathyrium alpestre ,14,1636
Pseudathyrium alpestre ,93,1397
Pseudathyrium alpestre ,116,1315
Pseudathyrium alpestre ,3,2178
Pseudathyrium alpestre ,22,2023
Pseudathyrium alpestre ,2,1999
Pseudathyrium alpestre ,22,1664
Pseudathyrium alpestre ,29,1778
Pseudathyrium alpestre ,29,1778
Pseudathyrium alpestre ,-14,2144
Pseudathyrium alpestre ,43,1714
Pseudathyrium alpestre ,18,2443
Pseudathyrium alpestre ,43,1714
Pseudathyrium alpestre ,43,1714
Pseudathyrium alpestre ,43,1714
Pseudathyrium alpestre ,79,1276
Pseudathyrium alpestre ,88,1549
Pseudathyrium alpestre ,19,2701
Pseudathyrium alpestre ,33,1808
Pseudathyrium alpestre ,43,1714
Pseudathyrium alpestre ,18,2443
Pseudathyrium alpestre ,29,2257
Pseudathyrium alpestre ,76,2080
Pseudathyrium alpestre ,70,667
Pseudathyrium alpestre ,27,2259
Pseudathyrium alpestre ,22,2505
Pseudathyrium alpestre ,14,1691
Pseudathyrium alpestre ,-124,2257
Pseudathyrium alpestre ,-124,2257
Pseudathyrium alpestre ,26,2490
Pseudathyrium alpestre ,29,2123
Pseudathyrium alpestre ,13,830
Pseudathyrium alpestre ,18,1243
Pseudathyrium alpestre ,24,948
Pseudathyrium alpestre ,68,906
Pseudathyrium alpestre ,12,1116
Pseudathyrium alpestre ,2,956
Pseudathyrium alpestre ,42,895
Pseudathyrium alpestre ,21,1431
Pseudathyrium alpestre ,89,381
Pseudathyrium alpestre ,-14,1392
Pseudathyrium alpestre ,25,1304
Pseudathyrium alpestre ,85,651
